1760964083438 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288022 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288023 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288023 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288065 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288065 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288066 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288235 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288242 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288243 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288263 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288264 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288264 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288272 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979288276 | EMP-2 | Mariazinha |  | SalariedEmployee
1760979288280 | EMP-3 | Gaiato Vendedor |  | CommissionedEmployee
1760979288286 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288286 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288286 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288288 | EMP-4 | Alfa Um Horista |  | HourlyEmployee
1760979288316 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288317 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288317 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288319 | EMP-5 | Alfa Um Horista |  | HourlyEmployee
1760979288330 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288330 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288331 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288333 | EMP-6 | Beta Dois Assalariado |  | SalariedEmployee
1760979288340 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288341 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288341 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288343 | EMP-7 | Beta Dois Assalariado |  | SalariedEmployee
1760979288351 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288351 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288352 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288354 | EMP-8 | Gama Tres Comissionado |  | CommissionedEmployee
1760979288362 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288362 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288363 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288364 | EMP-9 | Gama Tres Comissionado |  | CommissionedEmployee
1760979288372 | EMP-10 | Joao da Silva |  | HourlyEmployee
1760979288375 | EMP-11 | Mariazinha |  | SalariedEmployee
1760979288377 | EMP-12 | Gaiato Vendedor |  | CommissionedEmployee
1760979288379 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288380 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288380 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288552 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288560 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288561 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288581 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288581 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288582 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288593 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979288597 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760979288598 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760979288601 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288601 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288601 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288603 | EMP-4 | Joao da Silva |  | SalariedEmployee
1760979288605 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760979288632 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288633 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288633 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288635 | EMP-6 | Joao da Silva |  | SalariedEmployee
1760979288637 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760979288646 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288647 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288647 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288650 | EMP-8 | Joao da Silva |  | SalariedEmployee
1760979288652 | __SCHEDULE__::semanal 3 3 | SCHEDULE | semanal 3 3 | SalariedEmployee
1760979288662 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288663 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288663 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288665 | EMP-10 | Joao da Silva |  | SalariedEmployee
1760979288668 | __SCHEDULE__::semanal 52 1 | SCHEDULE | semanal 52 1 | SalariedEmployee
1760979288679 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288679 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288679 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979288682 | EMP-12 | Joao da Silva |  | HourlyEmployee
1760979288684 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760979288685 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760979288685 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979288686 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979288686 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990294 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990303 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990303 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990323 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990324 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990324 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990338 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979990343 | EMP-2 | Joao da Silva |  | HourlyEmployee
1760979990348 | EMP-3 | Joao da Silva |  | HourlyEmployee
1760979990351 | EMP-4 | Mariazinha |  | SalariedEmployee
1760979990355 | EMP-5 | Gaiato Vendedor |  | CommissionedEmployee
1760979990362 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990363 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990363 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990522 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990531 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990531 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990553 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990554 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990554 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990564 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979990570 | EMP-2 | Maria |  | HourlyEmployee
1760979990582 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990582 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990583 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990730 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990738 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990738 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990765 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990766 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990766 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990774 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979990776 | EMP-2 | Mariazinha |  | HourlyEmployee
1760979990780 | EMP-3 | Gaiato Vendedor |  | CommissionedEmployee
1760979990782 | EMP-4 | Gorete |  | SalariedEmployee
1760979990806 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990807 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990807 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990945 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990953 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990953 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990974 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979990975 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979990975 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979990984 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760979990987 | EMP-2 | Mariazinha |  | CommissionedEmployee
1760979990991 | EMP-3 | Gaiato Vendedor |  | HourlyEmployee
1760979990993 | EMP-4 | Gorete |  | SalariedEmployee
1760979991013 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991013 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991014 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991162 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991169 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991170 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991190 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991190 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991191 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991199 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760979991205 | EMP-2 | Mariazinha |  | SalariedEmployee
1760979991207 | EMP-3 | Gaiato Vendedor |  | HourlyEmployee
1760979991210 | EMP-4 | Gorete |  | HourlyEmployee
1760979991232 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991233 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991233 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991372 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991381 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991381 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991402 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991403 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991403 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991410 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979991419 | EMP-1 | Joaozinho da Silva |  | SalariedEmployee
1760979991426 | EMP-1 | Joaozinho da Silva |  | CommissionedEmployee
1760979991427 | EMP-1 | Joaozinho da Silva |  | CommissionedEmployee
1760979991430 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979991435 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760979991438 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991438 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991439 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991606 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991613 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991614 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991635 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991636 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991637 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979991644 | EMP-1 | Fernanda Montenegro |  | HourlyEmployee
1760979991649 | EMP-2 | Paloma Duarte |  | HourlyEmployee
1760979991659 | EMP-3 | Lavinia Vlasak |  | HourlyEmployee
1760979991663 | EMP-4 | Claudia Abreu |  | HourlyEmployee
1760979991669 | EMP-5 | Claudia Raia |  | HourlyEmployee
1760979991675 | EMP-6 | Natalia do Valle |  | SalariedEmployee
1760979991680 | EMP-7 | Regina Duarte |  | SalariedEmployee
1760979991683 | EMP-8 | Flavia Alessandra |  | SalariedEmployee
1760979991689 | EMP-9 | Deborah Secco |  | CommissionedEmployee
1760979991691 | EMP-10 | Ana Paula Arosio |  | CommissionedEmployee
1760979991695 | EMP-11 | Suzana Vieira |  | CommissionedEmployee
1760979991700 | EMP-12 | Maite Proenca |  | CommissionedEmployee
1760979991972 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979991981 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979991981 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992003 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992003 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992004 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992011 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979992015 | EMP-2 | Gaiato Vendedor |  | CommissionedEmployee
1760979992021 | EMP-3 | Joaozinho da Silva |  | HourlyEmployee
1760979992064 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992065 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992065 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992110 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992111 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992111 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992280 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992290 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992291 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992319 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992319 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992320 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992331 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979992339 | EMP-2 | Mariazinha |  | SalariedEmployee
1760979992343 | EMP-3 | Gaiato Vendedor |  | CommissionedEmployee
1760979992350 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992351 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992351 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992353 | EMP-4 | Alfa Um Horista |  | HourlyEmployee
1760979992382 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992383 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992383 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992385 | EMP-5 | Alfa Um Horista |  | HourlyEmployee
1760979992395 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992396 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992397 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992399 | EMP-6 | Beta Dois Assalariado |  | SalariedEmployee
1760979992407 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992408 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992408 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992410 | EMP-7 | Beta Dois Assalariado |  | SalariedEmployee
1760979992419 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992419 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992419 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992421 | EMP-8 | Gama Tres Comissionado |  | CommissionedEmployee
1760979992429 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992430 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992430 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992432 | EMP-9 | Gama Tres Comissionado |  | CommissionedEmployee
1760979992441 | EMP-10 | Joao da Silva |  | HourlyEmployee
1760979992444 | EMP-11 | Mariazinha |  | SalariedEmployee
1760979992446 | EMP-12 | Gaiato Vendedor |  | CommissionedEmployee
1760979992448 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992449 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992449 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992587 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992594 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992595 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992616 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992616 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992617 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992627 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760979992632 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760979992633 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760979992636 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992637 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992637 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992639 | EMP-4 | Joao da Silva |  | SalariedEmployee
1760979992641 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760979992665 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992666 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992666 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992668 | EMP-6 | Joao da Silva |  | SalariedEmployee
1760979992670 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760979992679 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992679 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992679 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992682 | EMP-8 | Joao da Silva |  | SalariedEmployee
1760979992684 | __SCHEDULE__::semanal 3 3 | SCHEDULE | semanal 3 3 | SalariedEmployee
1760979992692 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992693 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992693 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992695 | EMP-10 | Joao da Silva |  | SalariedEmployee
1760979992697 | __SCHEDULE__::semanal 52 1 | SCHEDULE | semanal 52 1 | SalariedEmployee
1760979992706 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992707 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992707 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760979992709 | EMP-12 | Joao da Silva |  | HourlyEmployee
1760979992711 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760979992711 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760979992712 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760979992713 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760979992713 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980144345 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980144354 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980144354 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
